"","Best4.Enterocytes","Enterocytes","Enteroendocrine","Goblet","Stem","TA"
"chr20-7000000-8000000",1326,1066,862,1180,1194,1246
"chr20-8000000-9000000",2459,1986,3041,3278,2399,2461
"chr20-9000000-10000000",2727,2185,4395,3612,3275,3119
"chr20-10000000-11000000",5039,5474,5276,5297,5839,6032
"chr20-11000000-12000000",2853,3244,2401,2413,2852,3022
"chr20-12000000-13000000",2605,2764,2031,2278,2459,2595
"chr20-13000000-14000000",2781,2428,2503,2708,2905,2730
"chr20-14000000-15000000",3374,2541,2791,3343,2680,2792
"chr20-15000000-16000000",1398,1166,1419,1335,1364,1376
"chr20-16000000-17000000",3563,4711,4478,3334,3365,3538
"chr20-17000000-18000000",8576,8506,7093,9181,8808,8872
"chr20-18000000-19000000",4323,4064,3802,4277,4520,4595
"chr20-19000000-20000000",6153,6154,4738,7297,6492,6369
"chr20-20000000-21000000",3907,3007,10607,3563,3943,3908
"chr20-21000000-22000000",2055,2117,4432,2018,2118,2228
"chr20-22000000-23000000",2634,2675,4720,5631,4142,4014
"chr20-23000000-24000000",3719,4155,3625,3942,3834,4028
"chr20-24000000-25000000",2213,1603,2541,1923,2194,2157
"chr20-32000000-33000000",8236,7503,8614,7792,8259,8071
"chr20-33000000-34000000",8428,9546,9810,9471,8574,8377
"chr20-34000000-35000000",11912,13602,9467,11416,10759,10709
"chr20-35000000-36000000",7738,10419,7761,7919,8447,8398
"chr20-36000000-37000000",9224,7868,9430,7217,7746,7895
"chr20-37000000-38000000",5546,5246,6908,6314,5143,5208
"chr20-38000000-39000000",5285,6294,5322,5011,4928,5200
"chr20-39000000-40000000",2152,1579,3078,1859,1832,1813
"chr20-40000000-41000000",2203,1502,1595,1827,2136,2217
"chr20-41000000-42000000",5183,5721,7557,6198,5516,5525
"chr20-42000000-43000000",1060,1045,872,1027,1023,1128
"chr20-43000000-44000000",4994,5472,4775,4146,4651,4856
"chr20-44000000-45000000",10997,11977,9671,9778,11198,11444
"chr20-45000000-46000000",9751,10041,8261,10835,10449,10524
"chr20-46000000-47000000",5019,3719,8567,4631,4784,5017
"chr20-47000000-48000000",7071,6038,7427,5013,5965,6046
"chr20-48000000-49000000",3836,2986,6917,3882,4090,4171
"chr20-49000000-50000000",7878,9884,9541,8633,8372,8307
"chr20-50000000-51000000",13186,14623,11275,12674,13253,12852
"chr20-51000000-52000000",4989,5669,7724,5185,5449,5432
"chr20-52000000-53000000",1953,1653,2401,1828,1996,2008
"chr20-53000000-54000000",6906,7535,6426,7934,6799,6935
"chr20-54000000-55000000",3224,4294,2976,4386,3494,3635
"chr20-55000000-56000000",1589,1320,2290,1644,1757,1767
"chr20-56000000-57000000",2167,2039,3013,2377,2546,2364
"chr20-57000000-58000000",8803,8235,8873,8708,9262,9129
"chr20-58000000-59000000",4205,3415,4618,4324,4335,4232
"chr20-59000000-60000000",5845,6721,7724,5862,5916,6175
"chr20-60000000-61000000",1219,1081,1122,1063,1173,1200
"chr20-61000000-62000000",1685,1300,2031,1823,1498,1560
"chr20-62000000-63000000",12941,12216,13333,13015,12688,12699
"chr20-63000000-64000000",10102,10408,10440,9679,9881,9773
"chr21-14000000-15000000",3650,3949,3338,3836,3697,3819
"chr21-15000000-16000000",4500,4578,4516,4437,4810,4786
"chr21-16000000-17000000",901,899,881,834,1019,960
"chr21-17000000-18000000",4433,4712,3709,3963,4465,4200
"chr21-18000000-19000000",1081,1049,677,956,1159,1140
"chr21-19000000-20000000",1045,911,770,969,1086,1045
"chr21-20000000-21000000",1773,1122,640,1234,1455,1473
"chr21-21000000-22000000",1029,929,593,877,1028,1054
"chr21-22000000-23000000",1402,1324,918,1322,1457,1429
"chr21-23000000-24000000",832,806,362,704,841,870
"chr21-24000000-25000000",851,787,445,768,1000,946
"chr21-25000000-26000000",3363,2474,2466,3265,3508,3418
"chr21-26000000-27000000",2416,2605,3357,2562,2561,2491
"chr21-27000000-28000000",1413,1330,2123,1271,1607,1617
"chr21-28000000-29000000",2066,1599,1790,1698,1909,1986
"chr21-29000000-30000000",3898,3091,3208,4166,3545,3286
"chr21-30000000-31000000",1935,2641,1057,1985,2112,2522
"chr21-31000000-32000000",4221,3188,4302,3320,4255,4144
"chr21-32000000-33000000",4782,3639,4274,4256,5020,5160
"chr21-33000000-34000000",7924,9080,6713,7821,7061,7007
"chr21-35000000-36000000",2300,2034,2420,2557,2673,2478
"chr21-36000000-37000000",8761,6856,8809,9858,8387,8553
"chr21-37000000-38000000",4796,3783,7779,4981,4574,4525
"chr21-38000000-39000000",7670,8032,6963,8043,8385,7876
"chr21-39000000-40000000",7510,6852,7260,7892,7400,7629
"chr21-40000000-41000000",1065,1032,1140,940,1021,1058
"chr21-41000000-42000000",11037,14776,9170,12761,11521,11427
"chr21-42000000-43000000",15606,17779,13927,17044,14960,14750
"chr21-45000000-46000000",4308,3083,4562,3403,4071,3876
"chr22-17000000-18000000",7669,8379,7891,7591,7816,8373
"chr22-19000000-20000000",6992,5669,9319,6523,6738,6514
"chr22-25000000-26000000",5335,5503,8901,4974,5375,5764
"chr22-26000000-27000000",3414,2415,2550,2984,3223,3315
"chr22-27000000-28000000",3081,2087,3088,2677,3092,3070
"chr22-28000000-29000000",4852,2872,5684,4998,4858,4599
"chr22-29000000-30000000",8314,7548,7770,8442,8314,8342
"chr22-30000000-31000000",9661,9916,7705,8685,9508,9489
"chr22-31000000-32000000",10824,11677,9606,11374,10886,10637
"chr22-32000000-33000000",2941,4505,3941,2855,3887,3626
"chr22-33000000-34000000",4086,3532,2689,4222,3526,3591
"chr22-34000000-35000000",1394,1744,1029,923,1356,1432
"chr22-35000000-36000000",9693,12141,8150,10267,9266,9588
"chr22-36000000-37000000",9013,9872,9217,9635,9316,8977
"chr22-37000000-38000000",17295,19239,15234,16672,17297,17619
"chr22-38000000-39000000",12066,13048,13612,12661,12166,12305
"chr22-39000000-40000000",7202,6402,7529,7406,6951,6887
"chr22-40000000-41000000",7093,6873,7130,7749,7012,7070
"chr22-41000000-42000000",11818,13236,11887,11821,11669,11980
"chr22-43000000-44000000",7527,7502,7501,7397,6842,6923
"chr22-44000000-45000000",4708,4210,4822,4465,4462,4759
"chr22-45000000-46000000",5212,4663,6231,4250,4841,4932
"chr22-46000000-47000000",14207,16085,14251,14453,14424,14541
"chr22-47000000-48000000",2787,2106,1678,2558,2442,2556
"chr22-48000000-49000000",2666,1439,2847,2160,2429,2371
"chr22-49000000-50000000",5974,5679,7325,6116,6003,6141
